date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:26:11	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Oct%202024%2020:25:59%20GMT	https://hx-advisorindex.com/robots.txt		(from )
13:26:37	31960/31960	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2020:26:37%20GMT	https://hx-advisorindex.com/	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/index.html	(from )
13:26:37	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Oct%202024%2020:26:38%20GMT	https://hx-advisorindex.com/images/icon.png	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/images/icon.png	(from https://hx-advisorindex.com/)
13:26:38	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Oct%202024%2020:26:38%20GMT	https://hx-advisorindex.com/images/branding/favicon/site.webmanifest	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/images/branding/favicon/site.webmanifest	(from https://hx-advisorindex.com/)
13:26:39	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Oct%202024%2020:26:39%20GMT	https://hx-advisorindex.com/images/branding/favicon/safari-pinned-tab.svg	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/images/branding/favicon/safari-pinned-tab.svg	(from https://hx-advisorindex.com/)
13:26:39	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Oct%202024%2020:26:39%20GMT	https://hx-advisorindex.com/images/branding/advisor_registry_default_og.png	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/images/branding/advisor_registry_default_og.png	(from https://hx-advisorindex.com/)
13:26:40	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Oct%202024%2020:26:40%20GMT	https://hx-advisorindex.com/houston-texas.html	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/houston-texas.html	(from https://hx-advisorindex.com/)
13:26:41	244412/244412	---M-Z	200	added ('OK')	text/css	date:Mon,%2003%20Jun%202024%2010:27:22%20GMT	https://hx-advisorindex.com/css/app8d90.css?id=fb5c9f7cea599925fdab	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/css/app8d908d90.css	(from https://hx-advisorindex.com/)
13:27:01	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Oct%202024%2020:26:59%20GMT	https://hx-advisorindex.com/pagead2.googlesyndication.com/pagead/js/f.txt	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/pagead2.googlesyndication.com/pagead/js/f.7.delayed	(from https://hx-advisorindex.com/)
13:27:03	4615/4615	---M--	200	added ('OK')	image/gif	date:Mon,%2003%20Jun%202024%2010:35:48%20GMT	https://hx-advisorindex.com/images/FSP_AR_logo.gif	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/images/FSP_AR_logo.gif	(from https://hx-advisorindex.com/)
13:27:07	103009/103009	---M-Z	200	added ('OK')	text/css	etag:%22660cc074-5556%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.5.2/css/all.min.css	C:/Users/Interra/Documents/Omann_Advisor/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.5.2/css/all.min.css	(from https://hx-advisorindex.com/)
13:27:18	20950/20950	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2021:46:14%20GMT	https://hx-advisorindex.com/advisor-certificates.html	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/advisor-certificates.html	(from https://hx-advisorindex.com/)
13:27:18	14572/14572	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2016:29:16%20GMT	https://hx-advisorindex.com/partners.html	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/partners.html	(from https://hx-advisorindex.com/)
13:27:19	22755/22755	---M-Z	200	added ('OK')	text/html	date:Thu,%2022%20Aug%202024%2009:56:09%20GMT	https://hx-advisorindex.com/contact.html	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/contact.html	(from https://hx-advisorindex.com/)
13:27:51	43671/43671	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2020:27:43%20GMT	https://hx-advisorindex.com/financial-advisors/profile.php?advisor=2	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/financial-advisors/profile1834.html	(from https://hx-advisorindex.com/)
13:28:23	43439/43439	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2020:28:23%20GMT	https://hx-advisorindex.com/financial-advisors/profile.php?advisor=4	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/financial-advisors/profile3ccc.html	(from https://hx-advisorindex.com/)
13:28:25	43668/43668	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2020:28:24%20GMT	https://hx-advisorindex.com/financial-advisors/profile.php?advisor=5	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/financial-advisors/profile90fd.html	(from https://hx-advisorindex.com/)
13:28:26	43691/43691	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2020:28:26%20GMT	https://hx-advisorindex.com/financial-advisors/profile.php?advisor=9	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/financial-advisors/profilee45d.html	(from https://hx-advisorindex.com/)
13:28:26	43770/43770	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2020:28:27%20GMT	https://hx-advisorindex.com/financial-advisors/profile.php?advisor=13	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/financial-advisors/profile99a7.html	(from https://hx-advisorindex.com/)
13:28:27	43708/43708	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2020:28:27%20GMT	https://hx-advisorindex.com/financial-advisors/profile.php?advisor=21	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/financial-advisors/profilebea1.html	(from https://hx-advisorindex.com/)
13:28:28	22834/22834	---M-Z	200	added ('OK')	text/html	date:Wed,%2019%20Jun%202024%2008:41:27%20GMT	https://hx-advisorindex.com/articles/social-security-cost-of-living-adjustments.html	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/articles/social-security-cost-of-living-adjustments.html	(from https://hx-advisorindex.com/)
13:28:31	23308/23308	---M-Z	200	added ('OK')	text/html	date:Wed,%2019%20Jun%202024%2008:40:38%20GMT	https://hx-advisorindex.com/articles/the-retirement-savings-contribution-credit-and-the-savers-match.html	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/articles/the-retirement-savings-contribution-credit-and-the-savers-match.html	(from https://hx-advisorindex.com/)
13:28:32	24671/24671	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Jun%202024%2007:18:03%20GMT	https://hx-advisorindex.com/articles/529-plans-learn-the-tax-and-financial-planning-benefits-of-college-savings.html	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/articles/529-plans-learn-the-tax-and-financial-planning-benefits-of-college-savings.html	(from https://hx-advisorindex.com/)
13:28:35	53295/53295	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2016:29:16%20GMT	https://hx-advisorindex.com/privacy.html	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/privacy.html	(from https://hx-advisorindex.com/)
13:28:36	51957/51957	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Jun%202024%2016:29:16%20GMT	https://hx-advisorindex.com/terms-of-use.html	C:/Users/Interra/Documents/Omann_Advisor/hx-advisorindex.com/terms-of-use.html	(from https://hx-advisorindex.com/)
